UBCF1,UBCF2,PAM,IBCF,POP,RANDOM,CONTENT,REAL,AVERAGE
3.754026696,3.674285714,3.5,3.994336435,3.596272122,2.75339902,3.775641026,2,3.578280145
3.746666667,3.794675426,4,4.57749364,4.045721297,3.442864329,3.006978367,5,3.802057104
4.162334908,4.159860109,2.882352941,4.23288138,4.118125723,4.634417835,4.148346304,5,4.048331314
2.972546356,3.322772201,3.833333333,2.444847246,2.920447405,2.38227682,2.826622843,5,2.957549458
4.143921751,4.150811588,4,4.106617055,4.296965213,4.342705616,3.957044674,4,4.142580842
2.649350649,2.649350649,3.607843137,2.484448024,2.507840349,2.843582098,2.210743802,2,2.707594101
3.456621005,3.287073402,5,4.020045746,3.566484176,2.620989728,3.125326371,3,3.582362918
2.946902655,2.947368421,3,3.950603466,2.95986082,4.086191965,2.907435508,1,3.256908976
2.359715184,2.339749754,1,1.518265175,2.015942801,2.873545347,1.091272818,1,1.885498726
3.828571429,3.828571429,2.611111111,4,3.622182549,4.150873018,4.934195065,3,3.853643514
3.626597412,3.507595611,4,0,3.493650709,2.886934538,3.165775401,4,2.95436481
3.788617886,3.613565988,5,3.837491777,3.012511962,3.972254407,4.007617597,3,3.890294231
3.32629771,3.426652943,2.666666667,3.273009702,3.271939484,4.567893798,3.416666667,3,3.421303853
3.191356646,3.333055189,4,3.912623391,3.294797613,1.920591706,3.293360782,5,3.277969332
3.769230769,3.848077212,3.769230769,4.337936432,3.972187668,2.552582583,3.325340438,4,3.653512267
3.309262276,3.362080909,3,3.305469345,3.045335258,3.229864925,3.009411154,3,3.180203409
3.91538256,3.382727358,4,3.810201334,3.440205198,5,2.132100137,3,3.668659512
4.121160728,4.038336647,3.909090909,3.65364665,4.214449533,3.02464759,3.313207547,3,3.753505658
3.67322237,3.760631599,4,4.284902226,3.72757104,2.815962588,4.596491228,4,3.836968722
3.490305959,3.54368932,3.4375,3.390415867,3.081603687,4.227520101,4.189189189,5,3.622889161
3.657142857,3.561525402,3.5,3.951455509,3.583425279,3.28321979,3.301587302,3,3.548336591
4.106698298,4.167841655,3.25,3.707025291,3.708372527,4.160492972,4.928571429,4,4.004143167
3.488095238,3.488095238,2.5,4,3.514129869,2.968654732,3.050955414,3,3.287132927
3.927536232,3.720662334,3,4.001379783,4.217731972,1.43890852,4.872611465,2,3.596975758
3.680365297,3.668161435,3.125,3.196524694,3.360897967,4.319526944,3.281086507,1,3.518794692
3.513005672,3.641380915,1.666666667,3.657227122,4.100709444,2.943044317,3.46961326,3,3.284521057
4.105378202,4.119808987,3.111111111,4.446151232,4.13580604,2.754345864,3.095228589,5,3.681118575
3.294742197,3.368999236,2.461538462,3.636023347,3.280450811,1.52785014,2.233726096,4,2.829047184
4.286097946,4.301621831,3.166666667,4.6321068,4.564917473,3.602535698,4.045045045,5,4.085570209
3.710858747,3.705882353,3.75,4.042379914,3.962720013,4.026209721,4.306122449,3,3.9291676
3.412844037,2.899131893,1.333333333,4.175993335,3.465428258,1.17412424,3.105882353,3,2.795248207
4.390243902,4.370311457,4,4.50507273,4.896287598,4.923640488,2.869490061,4,4.279292319
3.8625,3.864661654,5,4.285223339,3.974855736,3.505931245,3.717587235,4,4.030108458
2.973214286,2.998033386,2.411764706,3.512,2.52415094,2.934053115,2.580838323,2,2.847722108
3.974358974,3.974358974,2,3.414860681,4.292967245,3.809318795,4.219512195,4,3.669339552
2.656779661,2.555281685,2,1.433453326,2.145534126,2.314408719,3.666666667,3,2.39601774
3.056537102,3.056537102,3,1.696075198,2.991475599,3.253311662,2.717171717,3,2.824444054
3,3,3.259259259,0,2.440119789,3.218011827,2.537190083,2,2.493511565
4.13836478,4.11875,4,3.642891661,3.774322395,4.542328124,4.022181146,3,4.034119729
2.996732026,2.860686529,1,4.028929698,3.380490815,3.187523253,3.620641562,3,3.01071484
3.878669608,3.715023387,3,4.758029392,4.232419465,4.3097791,4.347826087,5,4.034535291
3.471787931,3.394957983,2.333333333,3.28467048,2.91266541,3.20978293,3.331412104,1,3.134087167
3.454021915,2.150280093,3,3.640440781,3.303342296,5,3.585365854,3,3.447635848
3.340733449,3.337610607,5,3.797742643,3.152809222,2.446270829,3.55427588,5,3.518491804
4.214495857,4.065910321,3.75,4.376467441,4.363220639,4.753842504,4.485714286,4,4.287093007
4.168232591,4.293246073,1,4.51444118,4.598266539,3.542104294,3.987068966,5,3.729051378
1.540229885,1.541786744,3.333333333,1.867171588,1.001293279,1.391562713,1.416191562,1,1.727367015
4.041916155,3.980196978,1.333333333,4.567968729,4.386801971,4.053944895,4.235294118,5,3.799922311
3.826281302,3.915789474,3,3.754627487,3.677069705,2.835827284,4,3,3.572799322
3.404255319,3.411016949,4.125,3.758393316,4.043069105,4.945254125,3.625550661,5,3.901791354
3.330627468,3.279716701,2.875,3.848542374,3.573863752,3.333398587,4.817504655,5,3.579807648
3.84279476,3.84279476,1,2.438606524,3.835188015,1.606422957,3.647959184,3,2.887680886
2.964279453,3.515683383,2.833333333,3.6122724,3.665382408,3.89446975,2.43716937,4,3.274655728
3.687971716,4.102186656,4,4.056371391,4.053475662,4.211052539,3.109859155,5,3.888702446
3.125,3.12345679,5,3.60709401,2.852225166,3.622538332,2.971715328,2,3.471718518
3.218178214,3.237837838,2.714285714,2.906464603,3.277490541,1.458213195,3.082451499,2,2.842131658
3.016129032,3.041400432,3.826086957,3.468198988,2.864214202,1.750262019,3.918730332,4,3.126431709
3.992962185,3.801539514,2,4.00733143,4.427201104,5,4.150537634,5,3.91136741
2.994436018,3.440323218,1,3.276564618,3.048945575,2.182127458,2.633333333,4,2.653675746
3.174237714,3.133453483,3.666666667,3.18579392,3.444227781,3.457454798,3.918102244,4,3.42570523
3.777909446,3.815770788,3,4.297583755,3.984538524,2.873061167,3.877285979,5,3.660878523
3.717391304,3.877291322,5,3.970405625,3.887112314,1.2493383,3.76,3,3.637362695
3.891826923,3.880095923,3.764705882,3.598398933,3.094164114,4.678286654,4.043356643,2,3.850119296
3.678453601,3.505873583,1,3.826502688,3.490395013,3.741378504,3.941176471,5,3.311968551
3.372413793,3.374570447,2.333333333,2.809245536,2.443113584,3.770202643,3.250206441,3,3.050440825
3.409472527,3.512107104,2,3.423251355,3.656211919,4.465059118,4.901394422,5,3.623928064
2.894510827,3.011058967,5,3.143399174,3.10912601,1.471181104,2.729648241,3,3.051274903
2.773389022,2.771785391,3.258064516,3.151088232,3.464513169,3.211943837,3.400287695,2,3.14729598
3.861702128,3.864768683,3.476190476,4.714434489,4.197662738,2.965024808,5,5,4.011397617
3.757714867,3.650893387,3.25,4.442269276,3.902792783,3.167809508,3.90296496,4,3.724920683
3.479982043,3.46533183,4,3.535928817,3.323130593,3.945471913,3.501362398,3,3.60731537
3.444307191,3.674285714,3.166666667,3.585868091,2.527914949,3.331694727,2.723868955,2,3.207800899
3.702702703,3.698630137,2.333333333,3.499996197,3.241974345,1,2.833333333,4,2.901424293
4.225806452,4.137184775,3.666666667,4.010916087,3.777432138,4.035779196,4.130718954,5,3.997786324
3.626262626,4.199353796,2,3.914418778,3.857550308,2.832313291,3.837209302,5,3.466729729
3.657142857,3.535557102,3,2.999689277,3.459515192,4.346887859,3.906118776,2,3.557844438
4.005100011,4.065198124,2.5,3.692407176,3.41412128,4.081160231,4.034934498,5,3.684703046
3.049325934,3.039296647,4.75,3.014083067,3.204012996,1.416971146,2.607142857,4,3.011547521
4.225806452,4.245298794,3,4.464369364,4.683466436,3.886092333,2.512933754,5,3.85970959
3.537525443,3.162784866,1.333333333,3.527229612,3.530350072,4.053592342,3.912162162,3,3.293853976
2.784010288,2.826308169,4,1.584965363,2.243781941,1.836655928,3.454545455,2,2.675752449
3.623864191,3.614878899,5,3.577620075,3.494277455,3.307292491,4.361843285,3,3.854253771
3.362944585,3.347841613,2.32,3.393089712,3.335395559,2.44561657,2.068415051,2,2.896186156
3.577793088,3.790353545,3.8,3.408932286,4.135649206,1.884191133,3.940588562,4,3.50535826
3.174650865,3.651225326,2.818181818,3.075844103,3.029905612,2.0048851,2.439724759,3,2.884916798
4.028169014,4.028169014,2,5,4.485738696,5,3.152542373,4,3.956374157
3.541353383,3.594058425,3,3.380205245,2.387240792,3.202363596,3.2,3,3.186460206
3.64516129,3.64516129,3.222222222,4.31347931,3.632994785,2.643679655,3.25,4,3.478956936
3.672,3.65625,3.555555556,2.576253879,3.868574767,2.932420261,3.872463768,4,3.447645462
2.834398495,3.091821773,3.807228916,3.156234774,3.077395482,4.808239762,4.489126057,3,3.609206466
2.851477888,3.301878758,1.5,3.310691153,3.694736305,3.570376506,2.410647476,4,2.948544012
3.487421813,3.81556615,4,3.497909808,3.950155066,4.256800904,3.077244931,4,3.726442667
3.50862069,3.370234664,2,3.828559453,3.756626527,3.977118522,4.434782609,4,3.553706066
3.881355932,3.69876811,2.6,3.36908139,4.025866939,4.389475652,4,4,3.709221146
3.7112855,3.963020065,1,4.068462549,3.652536659,4.537439835,3.808656036,4,3.534485806
3.747368421,3.747368421,4.5,3.024793202,3.197726633,2.922824182,3.666666667,3,3.543821075
2.996858679,2.9375,2.916666667,2.154998527,2.500508356,3.375208568,3.153846154,1,2.862226707
4.066209774,4.146689448,2,4.58758554,4.35295759,3.458976018,3.752614055,5,3.766433204
3.810810811,3.810810811,3.166666667,0,3.259485477,4.121164475,3,3,3.024134034
3.552718748,3.798041386,1,3.659028654,3.65339934,2.709133525,3.162886598,3,3.076458322
3.448780488,3.43980344,3.580645161,4,3.627226386,4.727440556,3.312364816,4,3.73375155
3.485549133,3.463153506,3,4.00377488,3.990663064,3.572789611,3.041108132,3,3.508148332
2.978124503,2.978991597,1,2.754054897,2.60844874,3.201096671,2.689088191,3,2.601400657
3.603448276,3.51509137,2,3.307524434,3.036763793,4.069625002,3.044760936,3,3.225316259
3.902799542,3.787709438,5,4.461294703,3.67840084,3.913511358,3.955963303,4,4.099954169
3.861702128,3.714603888,3.117647059,3.470588235,3.777762593,5,3.161648177,3,3.729136011
3.388021475,3.288035849,1,3.579877101,3.516568758,3.368792206,4.428571429,4,3.224266688
3.606060606,4.047514503,2.111111111,4.116076999,4.030491563,2.512342429,3.636363636,5,3.437137264
4.25024552,4.072099186,3,4.000632668,4.392878301,3.786570795,3.860696517,4,3.90901757
3.852655606,4,3.351351351,3.13918855,3.531329135,4.365691836,3.538461538,3,3.682668288
4.159927973,4.159577885,1,4.005600053,4.261915179,4.347812954,4.4375,4,3.767476292
3.420248816,3.351937903,1.428571429,3.603616982,3.526701325,4.453346849,3.193760984,4,3.282597755
2.392781456,2.75166148,4.1875,2.682147746,2.197331711,2.344465382,2.726804124,2,2.754670271
3.425035881,3.523363127,2,4.051800022,3.452477996,3.900843167,2.370319545,4,3.24626282
3.394747012,3.193268145,3.5,2.880967806,3.405542739,3.877921706,3.005060729,2,3.322501162
2.691977513,2.571341671,2.6,3.027539833,2.662771701,3.709817154,2.444444444,1,2.815413188
3.585454545,3.599264706,2.5,3.88908542,3.57328804,2.292680063,3.060178244,4,3.214278717
2.918032787,2.918330309,4,3.182483087,3.152496486,3.305439164,3,3,3.210968833
3.346153846,3.346153846,2.4375,3,2.770327544,4.536226567,3.950738916,3,3.341014389
4.132151247,4.065695897,2.8,5,4.623872453,4.837773122,2.171122995,5,3.947230816
4.022222222,4.022727273,2.230769231,4.160558107,3.999236985,4.058080681,4.022482014,4,3.78801093
2.415730337,2.528418711,4.285714286,3.255727774,3.075518959,3.959525666,2.935323383,4,3.207994159
4.098509245,3.915966463,2.111111111,4.424248558,4.193661727,3.082726233,3.921697549,4,3.678274412
2.729198669,2.389216538,3.666666667,2.965285092,2.578923017,2.940304568,2.194219067,3,2.780544802
3.385529858,3.49496078,5,3.824104028,3.652670248,4.19342498,2.427152318,4,3.711120316
3.566883333,2.910233222,2.875,3.642940635,3.424056802,4.255276738,3.970588235,3,3.520711281
3.629268293,3.606796117,4,0,2.729337717,2.811256137,3.080049971,1,2.836672605
2.896276423,2.89442694,2.5,3.139132939,2.931778066,3.634589897,2.796425025,1,2.970375613
4.367408823,4.508986228,2.588235294,4.716856788,4.636116105,3.953660197,4.924528302,5,4.242255962
3.612825443,3.635519387,4,3.533632614,3.636646442,4.889322411,3.578778135,3,3.840960633
3.175510204,3.175510204,3,0,2.340718743,2.631156007,3.093406593,3,2.488043107
3.701678803,3.599264706,1.333333333,4.481818991,3.63535769,3.792500858,3.069890203,2,3.373406369
3.19816507,3.145760847,2.285714286,3.747457667,3.390294391,2.031383644,3.710144928,3,3.072702976
3.820512821,3.810344828,4,1,4.121033212,2.228140824,5,4,3.425718812
3.541508176,3.669218216,4,4.124899909,2.827974872,5,4.272727273,4,3.919475492
3.672131148,3.784768699,4,4.144711079,4.015551238,4.346845332,3.498124862,4,3.923161765
3.742857143,4.011221328,1.6,3.539707632,3.994379046,4.430518157,3.532374101,4,3.550151058
2.996732026,2.993485342,3,2.03951083,2.658042469,1.354638962,2.777106918,1,2.545645221
4.151094205,4.061336227,1,4.781786409,4.562711161,3.701553531,3.361702128,4,3.660026237
4.164750382,3.775965201,4,4.455536131,4.214588066,3.731976957,3.85776909,5,4.028655118
3.463414634,3.457831325,2,3.44188028,2.463675979,2.161865063,1.595,3,2.654809612
3.881443122,4.063515312,3.677419355,3.928514387,4.209342132,2.959454972,3.940669371,4,3.808622664
4.19026469,4.105278569,4,4.058212077,4.230613938,2.041778656,3.988348324,4,3.802070893
3.812261736,3.75862069,1,4.070197571,3.808272691,3.935314518,3.821388368,4,3.458007939
4.180327869,4.027983506,4,4.660335163,4.426432401,2.485110772,4.885386819,5,4.095082362
3.426593337,3.759766609,1,3.597854343,3.654640921,4.441500459,2.961612284,4,3.263138279
3.90696384,3.975911882,3.2,3.952794121,3.954176268,5,4.938684097,3,4.132647172
2.693543206,2.795699214,1.666666667,2.665288213,2.960250623,3.698738323,2.611411349,1,2.727371085
3.164426251,3.550312149,4,3.727634411,2.944395152,4.942410152,3.264225218,3,3.656200476
3.591582123,3.896828374,2.588235294,3.917440362,3.86802956,1.583707196,3.490566038,4,3.276626992
3.307006371,3.330349299,3,3.643991027,3.472135616,4.999246993,3.498154982,1,3.607269184
3.376271186,3.392442522,5,3,2.308970286,3.189549727,3.620398339,3,3.412518866
2.973214286,2.973214286,2,3,1.242954234,3.517440514,2.761538462,3,2.638337397
3.723740761,3.857672479,2.75,3.697304682,4.55085979,4.026378998,3.165975104,3,3.681704545
2.996732026,2.860686529,5,4.187465894,3.543142635,2.871971583,2.700329308,5,3.451475425
3.385125502,3.240328813,2.6,3.449429866,3.749967434,3.685327079,4.772365805,5,3.554649214
4.194444444,4.194444444,3.75,3.261319627,4.451282104,4.582877354,4.668122271,4,4.157498606
3.394383487,3.288313663,1.333333333,3.391294983,3.301627282,3.219145638,3.016344086,3,2.99206321
3.945635714,4.137389902,2,4.410602804,3.542623579,5,4.077963405,3,3.873459343
3.389827833,3.429540124,3.451388889,3.41129751,2.968355826,3.657358323,2.401002147,4,3.244110093
3.446429258,3.506578947,4.333333333,3.170424687,3.064223872,2.893706867,3.454545455,4,3.409891774
3.688073394,3.576446723,3,4.337547125,4.079870403,3.134704558,4.582089552,4,3.771247394
3.950819672,3.971802768,2,3.493804879,3.776848476,3.734171304,3.653465347,4,3.511558921
3.981107281,4.055548649,3.5,3.681109877,4.342777401,3.658918889,3.580645161,4,3.828586751
3.143318527,3.293353928,3.333333333,3.983097443,3.627291732,4.858869416,3.480511926,3,3.674253758
2.900277981,2.736592874,3.333333333,2.858438832,2.471746001,4.645146025,2.983677241,3,3.132744612
3.4,3.4,2.5,3.662858025,3.092764433,2.720034138,3.064030132,3,3.119955247
3.744791667,3.551625905,1,2.856686691,2.949942978,4.491019965,3.263534219,2,3.122514489
3.758067293,3.338572525,3.2,4.548050982,3.844498848,2.321168373,1.458207931,5,3.209795136
3.119779317,3.295529756,3.846153846,3.531962977,3.406200862,3.555819758,3.29535865,4,3.435829309
3.186440678,3.2,3.285714286,3,2.857982872,2.998895475,3.14,3,3.095576187
3.710526316,3.710526316,3.5,0,3.371726676,2.72955107,3.871942446,4,2.984896118
4.033898305,3.974815739,2.4,4.285616427,4.040511211,3.824833705,4.122629583,5,3.811757853
3.35050673,3.430568264,1,3.522997137,3.088518045,2.746544296,2.172234392,4,2.758766981
3.693427885,4.064860845,2,4.443793752,4.346818329,3.337852477,3.522522523,5,3.629896544
3.02016129,3.016064257,3.5,3.420323353,2.667441664,2.850800389,2.97804878,3,3.064691391
4.349794785,4.450550545,4,4.108890072,4.790954726,4.114415013,4,5,4.259229306
3.173074321,3.394815975,3.1,3.005464036,2.896105357,4.410015855,3.283443363,1,3.32327413
3.387906536,3.340540541,3.333333333,4.35690521,3.953389686,3.412439923,3.597087379,4,3.62594323
3.555448795,3.794945774,3.166666667,4.121697809,4.021120534,3.737266788,1.75,3,3.449592338
4,4.197683783,2.666666667,4.420089318,3.761280232,4.00109856,2.857142857,5,3.700565917
3.895944978,3.780226789,2,4.011089874,3.923343345,1,2.665535119,4,3.039448587
3.533980583,3.695320206,4,3.618070925,3.809206031,3.933448371,1.160857909,5,3.392983432
2.620373737,2.679514153,3.5,2.866693768,2.432805618,3.127971685,2.132205514,5,2.765652068
3.509090909,3.71162691,3.351351351,3.33033245,3.031329135,2.250346747,3.94,3,3.303439643
3.240601367,3.29127316,3.166666667,3.781647077,3.38058302,5,2.533149171,3,3.48484578
4.019192663,4.160008668,4.333333333,4.109614665,4.266492217,3.960383781,3.885620915,4,4.104949463
2.934256055,2.934256055,2.5,2.734058329,3.364977579,1.64995376,3.346153846,4,2.780522232
3.918120352,3.735564,3.614285714,2.341095384,3.570773108,3.986585289,4,4,3.595203407
3.516129032,3.53583644,4,3.399047106,3.495092745,2.909537192,3.141388175,4,3.428147241
3.448780488,3.740020461,3.714285714,4.42789446,3.773235742,3.41930878,3.327731092,4,3.693036677
3.699155883,3.734821366,3.5,3.89278803,3.903662174,3.555421611,4.038216561,3,3.760580804
3.670250896,3.665467626,4.538461538,3.1792,3.215168154,4.340642939,3.433333333,3,3.720360641
3.820210799,3.84279476,3.833333333,4.119385783,3.123872897,5,3.126466696,3,3.838009181
3.82278481,3.825,1,4.6990912,4.102017481,3.063077998,4,4,3.501710213
3.672,3.65625,3.862831858,4.840059538,4.243065853,4.166173435,3.375,5,3.973625812
3.480598847,3.371730769,4.230769231,3.579623523,3.63036365,2.019288056,3.433333333,2,3.392243916
3.292717036,3.248377746,1.333333333,3.837088442,3.764850751,2.259727893,2.95505618,4,2.955878769
3.96039604,3.96039604,3.8,4.174770129,3.612074063,3.682200641,3.694174757,4,3.840573096
4,4.026167024,2.5,4.558006142,3.732303099,4.470053295,3.155844156,5,3.777481959
3.537881096,3.514164669,2,3.709679167,3.6633841,4.85909713,3.680638723,4,3.566406412
4.031497348,3.994011976,1.6,4.725483968,4.132213045,3.519493837,4.027448534,5,3.718592673
3.36072091,3.332178825,1.8,3.980178892,3.559997515,3.68702412,3.875862069,4,3.370851762
3.891289961,3.571868863,3.5,3.547273332,4.153701771,4.361891282,3.972972973,4,3.85699974
4.236305181,4.122981305,1.666666667,4.355566052,4.52921817,4.295754248,3.676748582,5,3.840462886
4.221418028,4.484282683,2.307692308,4.686837344,4.623432671,4.199697757,3.329397875,5,3.978965524
3.345864662,3.192998045,2.857142857,2,2.52996849,3.68439192,2.092911494,2,2.814753924
4.174137438,4.184210526,1,4.294620826,4.716078213,3.656141716,4.832298137,3,3.836783837
2.099447514,1.924888984,2.75,1.775788399,2.194391702,2.275358594,1.11717673,2,2.019578846
3.799381855,3.67335927,2,4.296633362,3.782542629,3.625579957,3.112149533,4,3.469949515
3.432098765,3.428571429,4.666666667,3.076116716,2.816878704,3.696169497,3.461538462,3,3.511148606
3.993412165,3.923076923,2,4.098009746,3.983491852,1.189160805,4.981089259,3,3.452605821
3.46300887,3.483711411,3,3.586760106,3.264216537,3.74669679,3.387867647,2,3.41889448
3.679386928,3.78069703,4,3.829231002,3.826808539,2.864261354,3.822752686,5,3.686162506
3.565954338,3.618181818,3.5,3.997662417,3.557313379,3.340642006,3.013944223,3,3.513385455
3.938137719,3.929487429,5,3.657938584,3.769778358,5,4.078125,4,4.196209584
2.683544304,2.207885314,4,2.297038518,2.42983563,1,1.063354037,4,2.240236829
3.904171405,4.09362464,3.222222222,4.173767277,4.396975208,3.612526707,3.147982063,4,3.793038503
2.918032787,2.930306178,3.142857143,2.935997399,3.285214012,3.874529949,3.395400126,4,3.211762513
3.351851852,3.351851852,2.785714286,0,2.482212058,2.625822346,1.275471698,5,2.267560585
4.106382979,4.125,3,0,3.770940105,4.61999482,4.794392523,3,3.48810149
3.557989712,3.649591116,2.9,3.787385449,3.540771094,4.23115978,3.755879059,1,3.631825173
3.138834596,3.153041867,3,3.705081924,3.388456381,3.079619539,1.095021038,3,2.937150764
4.232906912,4.111111111,3.8,4.437013812,4.792214862,4.610262604,4.241964827,4,4.317924875
3.555555556,3.555555556,3.666666667,4.161291022,3.536667777,3.931938376,3.894736842,4,3.757487399
3.928571429,4.136967349,3,4.589050525,3.557024776,3.83705077,4.666666667,5,3.959333074
3.068,3.079268293,3,3.035406788,3.065437036,2.955608804,2.863767074,3,3.009641142
3.187012438,2.743463067,3,3.409927234,2.234894932,3.945638169,3.5012364,4,3.146024606
4.441510569,4.37278303,3.2,4.495552384,4.501783499,4.651435803,4.205054383,4,4.266874238
3.997712478,3.956120198,2.828571429,4.453651027,3.915372571,5,4.166666667,5,4.045442053
3.504257376,3.421052632,3.4,4,3.816422662,4.594368453,4.201550388,4,3.84823593
3.585454545,3.611587096,1,3.820066471,3.430707376,3.333330017,3.6334283,5,3.202081972
3.42036958,3.448078542,3.125,3.917318612,3.257164935,5,4.290322581,3,3.779750607
3.35777766,3.569735311,3.5,2.936628178,3.251810275,2.949946507,3.215509468,2,3.254486771
3.098765432,3.073170732,3.5,2.749516836,2.703527344,2.853516599,1.157608696,2,2.733729377
3.516089132,3.44198895,3,3.644622024,3.334922271,2.827508672,3.501113586,4,3.323749234
3.255172414,3.077201886,4.010582011,3.094395076,2.853385491,4.173842793,3.000492565,3,3.352153176
3.338108883,3.336182336,3,3,2.330887595,2.897910081,3.316202091,3,3.031327284
3.299695057,3.391447581,2,3.434710684,3.351874265,3.977778554,3.089285714,3,3.220684551
4.479439286,4.536898544,3.610738255,4.718322484,4.717763486,5,3.875,1,4.419737436
2.946902655,2.842678672,2.769230769,3,2.236258716,5,3.533333333,2,3.189772021
3.663219463,3.769230769,3.194805195,4,2.88955086,2.742466368,3.60898138,3,3.409750576
2.919053422,2.280084777,3,2.671270307,2.11411473,1.50553448,2.214703425,3,2.386394449
3.911764706,3.911764706,4,3.063250705,3.181036071,4.671774137,4.571428571,3,3.901574128
3.689655172,3.922463924,3,4.506261492,3.966279167,3.856073645,3.117647059,4,3.72262578
3.319957343,3.337336647,3,3.426680209,2.950145566,2.936001066,3.610574778,4,3.225813658
3.603448276,3.833879627,3,4.103513048,4.041987184,4.193783147,3.641357027,4,3.773995473
3.570310744,3.374063547,3.5,3.854729598,3.17923381,4.60436408,5,5,3.868957397
4.051250404,3.974347326,3.142857143,4.620436435,4.11688827,3.33390046,3.931728493,4,3.88162979
3.045279331,3.011058967,3,2.569771083,2.487041398,3.581460258,3.542667271,2,3.033896901
3.563962544,3.639749364,3.111111111,3.725715544,3.421287636,5,3.618802902,3,3.725804157
4.225806452,4.253682045,2.75,4.015205051,4.415598405,4.392321951,2.505940594,4,3.794079214
3.125,3.135726632,5,2.601192806,3.338276308,2.676174229,2.915902141,4,3.256038874
3.509474053,3.651399119,2.875,3.36810923,3.403999734,2.359151949,3.03402854,3,3.171594661
3.718285444,3.06743905,3,4.168551332,3.348562863,2.859066295,3.761658031,4,3.417651859
3.680365297,3.542709819,3.75,3.40999774,2.696835826,2.775064912,3.180742244,1,3.290816548
3.673913043,3.673913043,4.210526316,4.36442138,3.14619599,2.509795297,4.129141886,5,3.672558137
3.531531532,3.550458716,3,0,3.001147769,2.406004751,3.692307692,3,2.740207208
3.731879487,3.89962438,3.5,3.933652462,4.130753655,3.408815246,3.956632653,4,3.794479698
3.681618967,3.653521667,3.324561404,3.542464375,3.400607625,2.966693616,4.144385027,3,3.530550383
3.680730801,3.528450919,3.25,4.124821317,3.790780218,3.326009801,3.33933298,3,3.577160862
3.895238095,3.762480294,2,3.987034119,3.694491276,5,4.056910569,3,3.770879193
4.000822856,3.983631593,4,4.54907887,4.224544578,4.021902008,3.995205866,4,4.110740824
3.744791667,3.73509075,3.2,4.089210749,3.148667297,4.051249649,3.685393258,4,3.664914767
3.626262626,3.211613234,4,3.831369349,3.181330739,1.774115688,3.247191011,5,3.267411807
3.310099241,3.364713012,2.166666667,2.632327094,2.955540246,3.202165253,3.231094212,3,2.980372246
3.461042015,3.59494903,2.909090909,3.752732603,3.48711491,3.931538042,2.782973933,5,3.417063063
4.190082808,4.259299351,3,4.764832928,4.525995254,4.645246853,3.806606906,4,4.170294871
4.101395707,4.222278145,2.5,4.579244127,4.055950605,3.799699781,3.603005828,4,3.837367742
3.444082727,3.548932438,4,2.990587451,3.327594543,3.385320348,3.15234375,3,3.40698018
2.93359375,2.989007525,3.142857143,3,3.058191755,1.716162899,3.046066253,3,2.840839904
3.861329331,3.940537738,1,4.375778225,3.875754338,4.787200341,3.877285979,5,3.673983707
3.575528433,3.868061438,1,3.597856756,4.05200068,3.567187316,3.983263598,4,3.377699746
3.002977563,3.155737975,3.5,2.982562015,3.070898722,1.485691767,1.990384615,4,2.741178951
3.899723908,3.800278336,1,3.561381624,3.728850669,2.970264481,3.935285054,5,3.270826296
4.148148148,4.344701836,2.307692308,4.368718046,4.699117051,5,4.744680851,5,4.230436891
3.351955307,3.385728641,2,2.479213188,4.038301925,2.454355944,3.910665092,3,3.088602871
3.856470372,3.893290108,1,4.227645063,4.186833861,4.502175119,3.905660377,5,3.653153557
3.861702128,3.825206358,3.5,4.237376632,3.948282204,5,3.983076923,5,4.050806321
4.159822874,4.157944112,3,5,4.117673261,2.565379076,4.36196319,4,3.908968931
3.138095333,3.237837838,1,3,2.33755184,4.276997018,3.24691358,2,2.891056516
3.844444444,3.844444444,2.538461538,4,3.00364174,4.901351399,3.986842105,4,3.731312239
3.211942433,3.237621468,4,3.269504161,3.441370957,3.881135866,4.193607764,3,3.605026093
3.632124352,3.674488256,2.25,3.316253889,3.885002669,4.469738867,3.825791855,4,3.579057127
3.471299284,4.009491197,3,4.071187387,3.901497017,2.884806864,3.013498313,3,3.478825723
3.985158245,4.133936765,3,3.894538756,4.287035104,3.939154269,4.226600985,1,3.923774875
3.922439166,3.515597548,4.333333333,4.362962645,3.512435347,2.702972206,3.672131148,4,3.717410199
3.417582418,3.422061158,2.4,3.655416525,3.564403613,2.599670693,3.092204526,4,3.16447699
3.506442474,3.575114398,2.714285714,3.382245641,3.108562046,3.639448862,3.90398293,3,3.404297438
4.17886601,3.961962348,3.529411765,3.840680401,4.654095193,4.20977845,4.675,2,4.149970595
2.683713518,2.701442943,1,2.854175613,2.741295427,3.982466805,3.4560419,2,2.774162315
3.857142857,4.078690363,4,4.570891283,4.290434389,4.114365136,3.990734241,4,4.128894038
3.509685404,3.680966539,4,3.933294025,3.605261105,2.816757631,3.055170767,3,3.514447924
2.656779661,2.728408261,2.666666667,3.616093901,3.172699841,2.340276628,3.025210084,3,2.88659072
3.898152351,3.954036685,4,3.788940384,3.142859446,4.57054126,3.940594059,4,3.899303455
3.689655172,3.457396128,3.571428571,2.540163265,3.759903454,2.828175695,3.399602386,3,3.320903525
4.021276596,4,2,4,4.028645474,3.904866832,3.454545455,2,3.629904908
3.818592687,3.779956804,1,4.431648686,4.173903414,3.918834074,3.775700935,5,3.556948086
